sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,total_enroll,Grade,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
767177,767,Cartersville City,Cartersville Primary School,177,E,942,-,,,,,,,,
761106,761,Atlanta Public Schools,Carver Early College ,106,H,369,A,91.90000000000000,,,,48.6,82.90000000000000,98.80000000000000,
615101,615,Bryan County,Carver Elementary School,101,E,685,A,90,,,,,,,
6811050,681,Jefferson County,Carver Elementary School,1050,E,183,D,67.8,,,,,,,
7065052,706,Muscogee County,Carver High School,5052,H,1138,C,74,,,,34.2,27.1,87.10000000000000,
747193,747,Walton County,Carver Middle School,193,M,850,F,59.8,,,,,,,
726106,726,Spalding County,Carver Road Middle School,106,M,482,D,66.2,,,,,,,
6442065,644,DeKalb County,Cary Reynolds Elementary School,2065,E,857,F,59.2,,,,,,,
761196,761,Atlanta Public Schools,Cascade Elementary School,196,E,429,D,65.2,,,,,,,
608114,608,Bartow County,Cass High School,114,H,1581,C,71.7,,,,47.6,48.90000000000000,88.10000000000000,
608195,608,Bartow County,Cass Middle School,195,M,944,C,76.80000000000000,,,,,,,
6573050,657,Floyd County,Cave Spring Elementary School,3050,E,226,F,55.8,,,,,,,
644275,644,DeKalb County,Cedar Grove Elementary School,275,E,562,D,62.8,,,,,,,
644172,644,DeKalb County,Cedar Grove High School,172,H,1090,C,79.5,,,,34.3,46.90000000000000,83.5,
644200,644,DeKalb County,Cedar Grove Middle School,200,M,756,D,60.5,,,,,,,
667389,667,Gwinnett County,Cedar Hill Elementary School,389,E,1050,C,73,,,,,,,
636208,636,Columbia County,Cedar Ridge Elementary School,208,E,1046,C,72.5,,,,,,,
755211,755,Whitfield County,Cedar Ridge Elementary School,211,E,450,C,73.5,,,,,,,
629102,629,Clarke County,Cedar Shoals High School,102,H,1490,C,71.3,,,,46.6,52,84.7,
7155050,715,Polk County,Cedartown High School,5050,H,1238,B,85,,,,56.8,52.5,82.5,
715103,715,Polk County,Cedartown Middle School,103,M,940,D,65.40000000000000,,,,,,,
761199,761,Atlanta Public Schools,Centennial Academy,199,EM,765,B,82.30000000000000,,,,,,,
776193,776,Gainesville City,Centennial Arts Academy,193,E,897,C,72.10000000000000,,,,,,,
660198,660,Fulton County,Centennial High School,198,H,1996,C,79.5,,,,68.8,58.2,92.30000000000000,
748296,748,Ware County,Center Elementary School,296,E,530,C,79.7,,,,,,,
667173,667,Gwinnett County,Centerville Elementary School,173,E,680,D,68.10000000000000,,,,,,,
6762050,676,Houston County,Centerville Elementary School,2050,E,627,B,85,,,,,,,
6225050,622,Carroll County,Central Elementary School,5050,E,956,B,85.40000000000000,,,,,,,
730190,730,Talbot County,Central Elementary/High School,190,EMH,469,D,63.40000000000000,,,,25,43.3,75,
6673750,667,Gwinnett County,Central Gwinnett High School,3750,H,2188,C,79.5,,,,42.90000000000000,52.2,81.80000000000000,
611186,611,Bibb County,Central High School,186,H,1143,C,71.3,,,,49.7,50.40000000000000,79.90000000000000,
6222052,622,Carroll County,Central High School,2052,H,1200,B,82.5,,,,67.3,42.8,83.5,
622177,622,Carroll County,Central Middle School,177,M,834,B,84.30000000000000,,,,,,,
6741050,674,Heard County,Centralhatchee Elementary School,1050,E,176,A,91.80000000000000,,,,,,,
633198,633,Cobb County,Chalker Elementary School,198,E,608,B,84.7,,,,,,,
6445052,644,DeKalb County,Chamblee Charter High School,5052,H,1651,B,83.30000000000000,,,,81.5,82.30000000000000,81.90000000000000,
644406,644,DeKalb County,Chamblee Middle School,406,M,964,B,82.60000000000000,,,,,,,
648208,648,Douglas County,Chapel Hill Elementary School,208,E,701,B,81.2,,,,,,,
6441053,644,DeKalb County,Chapel Hill Elementary School,1053,E,610,D,63.40000000000000,,,,,,,
648100,648,Douglas County,Chapel Hill High School,100,H,1433,B,80.7,,,,57.40000000000000,57.1,88.10000000000000,
644193,644,DeKalb County,Chapel Hill Middle School,193,M,759,D,66.90000000000000,,,,,,,
6483550,648,Douglas County,Chapel Hill Middle School,3550,M,1112,B,84.90000000000000,,,,,,,
6254054,625,Chatham County,Charles Ellis Montessori Academy,4054,EM,512,D,67,,,,,,,
761515,761,Atlanta Public Schools,Charles R. Drew Charter School,515,MH,755,B,89.10000000000000,,,,,86.60000000000000,100,
761201,761,Atlanta Public Schools,Charles R. Drew Charter School Elementary Academy,201,E,928,B,87.90000000000000,,,,,,,
631115,631,Clayton County,Charles R. Drew High School,115,H,1620,D,60.1,,,,36.1,37.5,62.2,
7375050,737,Tift County,Charles Spencer Elementary School,5050,E,627,D,61.7,,,,,,,
624287,624,Charlton County,Charlton County High School,287,H,442,D,60.5,,,,55.2,62,72.60000000000000,
6295056,629,Clarke County,Chase Street Elementary School,5056,E,487,B,89.5,,,,,,,
7051050,705,Murray County,Chatsworth Elementary School,1050,EM,753,C,70.60000000000000,,,,,,,
626101,626,Chattahoochee County,Chattahoochee County Education Center,101,E,264,C,72.2,,,,,,,
626206,626,Chattahoochee County,Chattahoochee County High School,206,H,417,C,79.10000000000000,,,,44.1,56.7,86.30000000000000,
626106,626,Chattahoochee County,Chattahoochee County Middle School,106,M,141,F,52.2,,,,,,,
658194,658,Forsyth County,Chattahoochee Elementary School,194,E,750,B,83.7,,,,,,,
667190,667,Gwinnett County,Chattahoochee Elementary School,190,E,1372,B,89.7,,,,,,,
660392,660,Fulton County,Chattahoochee High School,392,H,1960,A,98.60000000000000,,,,87.60000000000000,75.3,98.30000000000000,
660215,660,Fulton County,Chattahoochee Hills Charter School,215,EM,457,D,64.10000000000000,,,,,,,
7464050,746,Walker County,Chattanooga Valley Elementary School,4050,E,521,C,74.5,,,,,,,
746106,746,Walker County,Chattanooga Valley Middle School,106,M,504,C,70,,,,,,,
627111,627,Chattooga County,Chattooga Academy,111,EMH,89,F,40.40000000000000,,,,,,10,
6271050,627,Chattooga County,Chattooga High School,1050,H,782,C,70.2,,,,44.40000000000000,38.90000000000000,94,
633298,633,Cobb County,Cheatham Hill Elementary School,298,E,1109,B,82.90000000000000,,,,,,,
7820212212,7820212,State Charter School,Cherokee Charter Academy,212,EM,818,C,73.7,,,,,,,
715183,715,Polk County,Cherokee Elementary School,183,E,617,C,79.90000000000000,,,,,,,
6285050,628,Cherokee County,Cherokee High School,5050,H,2677,C,77.5,,,,73.60000000000000,45.3,74,
746199,746,Walker County,Cherokee Ridge Elementary School,199,E,624,C,73.7,,,,,,,
6671605,667,Gwinnett County,Chesney Elementary School,1605,E,1217,B,82.90000000000000,,,,,,,
658204,658,Forsyth County,Chestatee Elementary School,204,E,980,B,81.60000000000000,,,,,,,
669102,669,Hall County,Chestatee High School,102,H,1333,B,81.30000000000000,,,,69,46.7,92,
669200,669,Hall County,Chestatee Middle School,200,M,1044,D,67.2,,,,,,,
6443053,644,DeKalb County,Chestnut Charter Elementary School,3053,E,440,C,79.7,,,,,,,
648188,648,Douglas County,Chestnut Log Middle School,188,M,714,D,64.40000000000000,,,,,,,
6694050,669,Hall County,Chestnut Mountain Elementary School,4050,E,739,C,77.60000000000000,,,,,,,
7691050,769,Chickamauga City,Chickamauga Elementary School,1050,E,510,B,85.2,,,,,,,
669106,669,Hall County,Chicopee Elementary School,106,E,727,D,62.8,,,,,,,
6314050,631,Clayton County,Church Street Elementary School,4050,E,943,C,72.3,,,,,,,
7830611611,7830611,State Charter School,Cirrus Academy Charter School,611,EM,467,F,42.40000000000000,,,,,,,
772301,772,Dalton City,City Park Elementary School,301,E,746,D,66.5,,,,,,,
773505,773,Decatur City,Clairemont Elementary School,505,E,319,-,,,,,,,,
628313,628,Cherokee County,Clark Creek Elementary School STEM Academy,313,E,1076,B,80.30000000000000,,,,,,,
633117,633,Cobb County,Clarkdale Elementary School,117,E,734,C,79,,,,,,,
6295556,629,Clarke County,Clarke Central High School,5556,H,1525,C,79.5,,,,56,58.3,83.7,
6291058,629,Clarke County,Clarke Middle School,1058,M,720,D,65.7,,,,,,,
668189,668,Habersham County,Clarkesville Elementary School,189,E,377,B,87.80000000000000,,,,,,,
6444053,644,DeKalb County,Clarkston High School,4053,H,1569,C,75.40000000000000,,,,28.5,36.8,72.3,
629104,629,Clarke County,Classic City High School,104,H,134,F,48.3,,,,,6.800000000000000,52.40000000000000,
654196,654,Evans County,Claxton Elementary School,196,E,894,D,61.7,,,,,,,
6542050,654,Evans County,Claxton High School,2050,H,429,C,72.2,,,,41.7,42.6,74.7,
6543050,654,Evans County,Claxton Middle School,3050,M,415,C,78.30000000000000,,,,,,,
630204,630,Clay County,Clay County Elementary School,204,E,140,F,50,,,,,,,
630104,630,Clay County,Clay County Middle School,104,M,59,F,51,,,,,,,
6333054,633,Cobb County,Clay Elementary School,3054,E,386,C,71.7,,,,,,,
6281052,628,Cherokee County,Clayton Elementary School,1052,E,234,C,77.7,,,,,,,
608104,608,Bartow County,Clear Creek Elementary School,104,E,544,C,75.40000000000000,,,,,,,
661107,661,Gilmer County,Clear Creek Middle School,107,M,628,C,78.90000000000000,,,,,,,
707117,707,Newton County,Clements Middle School,117,M,770,D,66.2,,,,,,,
7614056,761,Atlanta Public Schools,Cleveland Avenue Elementary School,4056,E,352,C,76,,,,,,,
656102,656,Fayette County,Cleveland Elementary School,102,E,462,C,77,,,,,,,
629191,629,Clarke County,Cleveland Road Elementary School,191,E,264,D,66.5,,,,,,,
684101,684,Jones County,Clifton Ridge Middle School,101,M,569,D,69.8,,,,,,,
6601010,660,Fulton County,Cliftondale Elementary School,1010,E,691,C,70.7,,,,,,,
632101,632,Clinch County,Clinch County Elementary School,101,E,531,C,72.2,,,,,,,
6321050,632,Clinch County,Clinch County High School,1050,MH,480,C,75.60000000000000,,,,55.8,57.5,86.90000000000000,
632201,632,Clinch County,Clinch County Middle School,201,EM,297,D,64.10000000000000,,,,,,,
6233050,623,Catoosa County,Cloud Springs Elementary School,3050,E,385,D,63.7,,,,,,,
608115,608,Bartow County,Cloverleaf Elementary School,115,E,687,D,65.8,,,,,,,
7062054,706,Muscogee County,Clubview Elementary School,2054,E,542,B,80.2,,,,,,,
6921050,692,Lowndes County,Clyattville Elementary School,1050,E,621,B,80.80000000000000,,,,,,,
755112,755,Whitfield County,Coahulla Creek High School,112,H,1020,B,83.40000000000000,,,,51.40000000000000,30.8,89.2,
658182,658,Forsyth County,Coal Mountain Elementary School,182,E,701,B,84.5,,,,,,,
625109,625,Chatham County,Coastal Empire Montessori Academy,109,E,265,D,63.6,,,,,,,
625311,625,Chatham County,Coastal Middle School,311,M,700,C,78.10000000000000,,,,,,,
7820618618,7820618,State Charter School,Coastal Plains Charter High School Candler Campus,618,,,,,,,,,,,
634114,634,Coffee County,Coffee County Career Academy,114,H,194,D,66.2,,,,62.5,90.90000000000000,62,
634195,634,Coffee County,Coffee County High School,195,H,1339,C,70.8,,,,56.6,54.2,85.90000000000000,
634108,634,Coffee County,Coffee Middle School,108,M,1596,C,79.10000000000000,,,,,,,
660303,660,Fulton County,Cogburn Woods Elementary School,303,E,871,B,89.40000000000000,,,,,,,
7552050,755,Whitfield County,Cohutta Elementary School,2050,E,283,B,84.7,,,,,,,
629196,629,Clarke County,Coile Middle School,196,M,683,D,64,,,,,,,
705195,705,Murray County,Coker Elementary School,195,EM,744,D,66.60000000000000,,,,,,,
6951050,695,Madison County,Colbert Elementary School,1050,E,428,B,87.10000000000000,,,,,,,
6671815,667,Gwinnett County,Coleman Middle School,1815,M,699,B,89.40000000000000,,,,,,,
7083050,708,Oconee County,Colham Ferry Elementary School,3050,E,548,A,91.40000000000000,,,,,,,
6601315,660,Fulton County,College Park Elementary,1315,E,828,F,51.6,,,,,,,
732301,732,Tattnall County,Collins Elementary/Middle School,301,E,270,B,83.10000000000000,,,,,,,
667195,667,Gwinnett County,Collins Hill High School,195,H,3145,B,85.60000000000000,,,,66.60000000000000,53,85.60000000000000,
732401,732,Tattnall County,Collins Middle School,401,M,135,B,85.7,,,,,,,
635112,635,Colquitt County,Colquitt County Achievement Center,112,MH,70,F,35.1,,,,,31,39.7,
6351554,635,Colquitt County,Colquitt County High School,1554,H,1771,C,76.80000000000000,,,,63.90000000000000,56.7,87.60000000000000,
6441054,644,DeKalb County,Columbia Elementary School,1054,E,557,D,60,,,,,,,
6442054,644,DeKalb County,Columbia High School,2054,H,1117,D,68,,,,31.5,39.7,70.5,
644301,644,DeKalb County,Columbia Middle School,301,M,890,F,53.6,,,,,,,
6362050,636,Columbia County,Columbia Middle School,2050,M,1035,B,81,,,,,,,
7063054,706,Muscogee County,Columbus High School,3054,H,1267,A,99.80000000000000,,,,95.7,97,100,
6952050,695,Madison County,Comer Elementary School,2050,E,390,B,85.7,,,,,,,
7711050,771,Commerce City,Commerce Elementary School,1050,E,230,B,86.60000000000000,,,,,,,
771112,771,Commerce City,Commerce High School,112,H,436,B,82.40000000000000,,,,55.3,34.1,86.7,
771105,771,Commerce City,Commerce Middle School,105,EM,485,C,74.60000000000000,,,,,,,
771104,771,Commerce City,Commerce Primary School,104,E,371,-,,,,,,,,
6333556,633,Cobb County,Compton Elementary School,3556,E,551,D,68.7,,,,,,,
6605052,660,Fulton County,Conley Hills Elementary School,5052,E,615,F,58.5,,,,,,,
710304,710,Paulding County,Connie Dugan Elementary School,304,E,704,D,62.6,,,,,,,
7613057,761,Atlanta Public Schools,Continental Colony Elementary School,3057,E,450,D,61.1,,,,,,,
722278,722,Rockdale County,Conyers Middle School,278,M,916,D,60.6,,,,,,,
637101,637,Cook County,Cook County Middle School,101,M,688,C,74.5,,,,,,,
637104,637,Cook County,Cook Elementary School,104,E,742,F,58.8,,,,,,,
637111,637,Cook County,Cook High School,111,H,908,C,70.7,,,,53.40000000000000,35.7,86.40000000000000,
637196,637,Cook County,Cook Primary School,196,E,741,-,,,,,,,,
633502,633,Cobb County,Cooper Middle School,502,M,995,C,79.40000000000000,,,,,,,
7351051,735,Terrell County,Cooper-Carver Elementary School,1051,E,632,F,48.3,,,,,,,
6575050,657,Floyd County,Coosa High School,5050,H,735,C,73.8,,,,41.1,38.7,92.30000000000000,
657103,657,Floyd County,Coosa Middle School,103,M,574,D,63.5,,,,,,,
7212052,721,Richmond County,Copeland Elementary School,2052,E,423,F,57.2,,,,,,,
667205,667,Gwinnett County,Corley Elementary School,205,E,1248,C,76.3,,,,,,,
668101,668,Habersham County,Cornelia Elementary School,101,E,560,C,73.8,,,,,,,
7611410,761,Atlanta Public Schools,Corretta Scott King Young Womens' Leadership Academy ,1410,MH,412,C,70.8,,,,29.6,54,94.30000000000000,
675191,675,Henry County,Cotton Indian Elementary School,191,E,690,F,59.90000000000000,,,,,,,
6671210,667,Gwinnett County,Couch Middle School,1210,M,1021,A,91.60000000000000,,,,,,,
607105,607,Barrow County,County Line Elementary School,105,E,831,B,83.30000000000000,,,,,,,
707196,707,Newton County,Cousins Middle School,196,M,814,C,70.10000000000000,,,,,,,
726192,726,Spalding County,Cowan Road Elementary School,192,E,642,C,71.10000000000000,,,,,,,
726201,726,Spalding County,Cowan Road Middle School,201,M,551,F,55.2,,,,,,,
7830610610,7830610,State Charter School,Coweta Charter Academy,610,EM,695,B,85.2,,,,,,,
6354050,635,Colquitt County,Cox Elementary School,4050,E,534,D,60.40000000000000,,,,,,,
660193,660,Fulton County,Crabapple Crossing Elementary School,193,E,770,A,97.10000000000000,,,,,,,
656104,656,Fayette County,Crabapple Lane Elementary School,104,E,598,B,87.80000000000000,,,,,,,
660184,660,Fulton County,Crabapple Middle School,184,M,979,B,83.2,,,,,,,
667194,667,Gwinnett County,Craig Elementary School,194,E,1015,A,90.10000000000000,,,,,,,
721101,721,Richmond County,Craig-Houghton Elementary School,101,E,375,D,64.7,,,,,,,
639192,639,Crawford County,Crawford County Elementary School,192,E,735,D,65,,,,,,,
639193,639,Crawford County,Crawford County High School,193,H,462,C,72.7,,,,53,16.2,79.5,
639202,639,Crawford County,Crawford County Middle School,202,M,403,F,58.2,,,,,,,
660102,660,Fulton County,Creek View Elementary School,102,E,890,A,95,,,,,,,
628305,628,Cherokee County,Creekland Middle School,305,M,1492,B,82.7,,,,,,,
667197,667,Gwinnett County,Creekland Middle School,197,M,2175,C,78.10000000000000,,,,,,,
660291,660,Fulton County,Creekside High School,291,H,1752,C,72.10000000000000,,,,27.5,38.7,86.2,
672110,672,Harris County,Creekside School,110,EM,769,B,80.80000000000000,,,,,,,
628106,628,Cherokee County,Creekview High School,106,H,2011,B,88.40000000000000,,,,78.80000000000000,57.2,94.7,
7262050,726,Spalding County,Crescent Road Elementary School,2050,E,375,C,73.8,,,,,,,
667198,667,Gwinnett County,Crews Middle School,198,M,1295,A,91.10000000000000,,,,,,,
6402052,640,Crisp County,Crisp County Elementary School,2052,E,619,D,60.40000000000000,,,,,,,
640196,640,Crisp County,Crisp County High School,196,H,1110,C,74.5,,,,57.8,43.5,85.80000000000000,
640197,640,Crisp County,Crisp County Middle School,197,M,878,D,61.90000000000000,,,,,,,
640115,640,Crisp County,Crisp County Primary School,115,E,1287,-,,,,,,,,
620187,620,Camden County,Crooked River Elementary School,187,E,534,A,92.90000000000000,,,,,,,
736194,736,Thomas County,Cross Creek Elementary School,194,E,869,B,85.40000000000000,,,,,,,
721100,721,Richmond County,Cross Creek High School,100,H,1268,D,67,,,,38.8,31,82.10000000000000,
6444054,644,DeKalb County,Cross Keys High School,4054,H,1427,C,78.30000000000000,,,,29.7,45.5,68.7,
658103,658,Forsyth County,Cumming Elementary School,103,E,921,D,65.40000000000000,,,,,,,
7615066,761,Atlanta Public Schools,D. H. Stanton Elementary School,5066,E,234,F,57.7,,,,,,,
667191,667,Gwinnett County,Dacula Elementary School,191,E,1207,B,84,,,,,,,
6674052,667,Gwinnett County,Dacula High School,4052,H,2108,B,85.30000000000000,,,,65.2,69.60000000000000,88.40000000000000,
667380,667,Gwinnett County,Dacula Middle School,380,M,1615,B,84,,,,,,,
641195,641,Dade County,Dade County High School,195,H,613,D,68.3,,,,48.5,41.40000000000000,86.80000000000000,
641101,641,Dade County,Dade Elementary School,101,E,682,C,74,,,,,,,
641295,641,Dade County,Dade Middle School,295,M,467,C,70.8,,,,,,,
7101050,710,Paulding County,Dallas Elementary School,1050,E,412,C,71.8,,,,,,,
7724050,772,Dalton City,Dalton High School,4050,H,1995,C,76.60000000000000,,,,47.2,56.6,93,
772201,772,Dalton City,Dalton Middle School,201,M,1778,D,65.2,,,,,,,
684199,684,Jones County,Dames Ferry Elementary School,199,E,562,C,76,,,,,,,
7611409,761,Atlanta Public Schools,Daniel McLaughlin Therrell High School,1409,H,854,D,68.2,,,,23.6,51.7,79.60000000000000,
6334056,633,Cobb County,Daniell Middle School,4056,M,991,C,77.90000000000000,,,,,,,
